listing_id,operation,district,neighborhood,address,surface_m2,rooms,bathrooms,price_eur,price_per_m2,floor,elevator,balcony,furnished,condition,energy_certificate,has_parking,latitude,longitude,agency
ID_31,venta,Sant Martí,Sagrada familia , ,127 m²,1,two,1022€,7006 €/m2,bajo,?,unknown,Sí,average,A,?,41.0,2.19448,Particular
,buy,Ciutat Vella,Les Corts, ,160,?,two,292445 €,4494 €/m2,2º,No,Sí,Sí,poor,C,no,?,?,Housfy
,rent,Eixample,La Barceloneta,C/ Gran Via 196,103m2,three,?,1990€,3650 €/m2,4º,Sí,no,?,?,B,Y,N/A,?,Remax
35,lease,Gràcia,Les Corts, ,227,?,N/A,1426518,N/A,1º,No,unknown,Sí,reformado,N/A,yes,N/A,N/A,Remax
ID_35,rent,gracia,Poble-sec,Passeig de Gràcia,N/A,three,N/A,194736 €,N/A,sótano,No,Sí,N/A,N/A,N/A,?,?,2.16552,unknown
,alquiler,Les Corts,Sant Antoni,Calle Falsa 123,95 m²,1,?,N/A,6188 €/m2,2º,no,unknown,N/A,N/A,E,unknown,?,?,Fotocasa
38,VENDER,Horta-Guinardó,La Barceloneta,C/ Diagonal 159,154,2+,1 baño,1.200€,4989 €/m2,bajo,yes,yes,No,?,G,?,N/A,?,Remax
39,lease,Eixampl,El Clot,C/ Mallorca 249,83 m²,4,N/A,379515 €,N/A,1º,?,Y,No,nuevo,N/A,unknown,N/A,2.0,Idealista
,VENDER,Gràcia,unknown,Passeig de Gràcia,70 m²,N/A,?,?,N/A,bajo,No,yes,partially,a reformar,C,Sí,41.0,N/A,Remax
,lease,SANTS,Sant Antoni, ,131 m²,N/A,1 baño,411477 €,4605 €/m2,ático,N,yes,N/A,poor,D,unknown,N/A,N/A,Housfy
ID_41,?,gracia,?,Passeig de Gràcia,186,3,two,N/A,?,1º,Y,no,No,reformado,N/A,Sí,N/A,2.0,unknown
ID_42,VENDER,Nou Barris,?,Passeig de Gràcia,77 m²,?,1 baño,1.200€,4941.51,3º,No,?,No,nuevo,D,unknown,?,N/A,unknown
ID_43,?,SANTS,Vila de Gràcia,C/ Diagonal 258,?,three,N/A,2392€,7883 €/m2,4º,yes,No,partially,average,C,unknown,41.42133,N/A,Particular
45,alquiler,Sants-Montjuïc,Poble-sec,unknown,127,2+,1 baño,3452€,7280 €/m2,ático,?,?,partially,average,C,No,N/A,2.10418,Particular
46,rent,Eixample,Diagonal Mar,unknown,116m2,N/A,1 baño,N/A,?,4º,yes,N,?,nuevo,E,Sí,N/A,?,unknown
,rent,Sants-Montjuïc,unknown,unknown,N/A,N/A,1 baño,N/A,3525 €/m2,ático,no,No,partially,poor,B,no,41.41394,N/A,Housfy
ID_47,venta,Sants-Montjuïc,El Born,Passeig de Gràcia,89m2,N/A,two,N/A,?,N/A,Sí,no,Sí,reformado,?,no,N/A,2.0,Housfy
,buy,Les Corts,Diagonal Mar,Calle Falsa 123,N/A,2+,N/A,967934,?,4º,no,Sí,Sí,reformado,D,yes,N/A,?,unknown
ID_49,alquiler,Sant Andreu,El Born,Passeig de Gràcia,65m2,2+,N/A,408427 €,N/A,bajo,unknown,Y,partially,nuevo,C,unknown,41.0,?,Housfy
ID_50,alquiler,gracia,El Born,Calle Falsa 123,121 m²,2+,?,?,5443 €/m2,ático,?,yes,N/A,reformado,E,Y,N/A,?,Engel & Völkers
52,venta,Eixampl,El Raval,Calle Falsa 123,56m2,N/A,1,1.200€,9116.69,4º,No,?,N/A,nuevo,N/A,N,41.0,2.13586,Housfy
ID_52,lease,Sarrià-Sant Gervasi,Les Corts,Passeig de Gràcia,?,N/A,?,1.200€,?,3º,N,?,No,a reformar,G,unknown,41.0,2.10886,Idealista
54,venta,Sant Andreu,El raval, ,?,4,?,2039€,N/A,bajo,Sí,?,Sí,N/A,E,Sí,?,N/A,unknown
55,venta,Sant Martí,La Barceloneta,C/ Diagonal 330,220,three,two,?,?,2º,Sí,No,Sí,good,N/A,Y,N/A,?,Housfy
56,venta,gracia,Sagrada Família,Calle Falsa 123,?,three,N/A,448085 €,N/A,N/A,N,unknown,No,good,?,?,N/A,2.18598,Engel & Völkers
57,venta,Les Corts,Sant Antoni,unknown,79 m²,?,3,1849€,3843.45,4º,N,unknown,Sí,average,A,N,N/A,2.0,Idealista
,venta,Les Corts,Diagonal Mar,unknown,145 m²,4,?,N/A,N/A,2º,yes,Sí,partially,N/A,B,yes,41.37504,?,Engel & Völkers
,rent,Sants-Montjuïc,El raval, ,?,three,1,2236€,N/A,1º,No,yes,N/A,reformado,F,yes,N/A,2.16718,Engel & Völkers
60,alquiler,Nou Barris,Vila de Gràcia,C/ Diagonal 126,83 m²,N/A,?,421007 €,?,sótano,Y,N,Sí,N/A,G,unknown,41.0,N/A,Engel & Völkers
,lease,Sants-Montjuïc,Poble-sec,unknown,56m2,three,2,496021 €,?,bajo,Sí,no,Sí,poor,N/A,no,?,?,Remax
,lease,Eixample,Diagonal Mar,Passeig de Gràcia,N/A,three,two,176964,?,4º,Sí,unknown,No,poor,?,?,N/A,?,Particular
63,?,Sant Martí,unknown,unknown,?,2,?,460325 €,3403 €/m2,bajo,Sí,Y,partially,poor,B,Y,41.4146,2.0,Remax
64,venta,SANTS,Les Corts,Calle Falsa 123,57m2,2+,N/A,183899 €,2102.54,1º,No,no,Sí,a reformar,G,no,41.0,N/A,Fotocasa
,buy,Unknown,?,C/ Diagonal 230,87 m²,N/A,2,1250029,4707.08,bajo,?,?,partially,poor,?,?,41.37867,?,Remax
66,?,Nou Barris,El Born, ,116m2,three,1 baño,428154 €,?,4º,N,No,N/A,nuevo,F,Sí,41.0,?,Engel & Völkers
,lease,Unknown,El raval, ,N/A,N/A,N/A,N/A,7985 €/m2,ático,yes,yes,N/A,nuevo,E,No,N/A,2.0,Housfy
,rent,Gràcia,?,C/ Aragó 211,N/A,5,N/A,473357 €,N/A,bajo,Sí,Y,Sí,a reformar,A,Sí,41.35285,2.17776,Idealista
69,buy,Gràcia,El Raval,C/ Gran Via 10,?,2+,1 baño,?,3216 €/m2,2º,Sí,No,?,nuevo,A,No,41.0,N/A,Housfy
70,venta,Nou Barris,unknown, ,120m2,2+,?,1973867,?,N/A,Sí,Sí,No,reformado,N/A,?,?,N/A,Housfy
71,lease,Sants-Montjuïc,Vila de Gràcia,C/ Mallorca 132,N/A,?,N/A,1880926,N/A,4º,?,Sí,Sí,N/A,E,Y,N/A,?,Idealista
ID_71,buy,Gràcia,El Clot,Calle Falsa 123,?,?,?,2966€,3174.97,2º,no,Y,No,average,D,unknown,41.0,2.0,Remax
,?,Sants-Montjuïc,Poble-sec,C/ Gran Via 254,65,2+,two,N/A,6352 €/m2,4º,N,yes,Sí,average,A,unknown,41.37081,2.13072,Idealista
,alquiler,Sant Martí,El Raval,C/ Mallorca 69,108 m²,?,two,4465€,?,ático,Y,?,No,?,D,no,41.0,?,Fotocasa
ID_74,buy,Ciutat Vella,El raval,unknown,140,2+,N/A,4678€,6066 €/m2,2º,N,Sí,No,poor,?,?,41.0,2.17638,unknown
ID_75,?,Sant Martí,Poble-sec,C/ Gran Via 317,N/A,5,N/A,N/A,N/A,2º,Sí,N,Sí,a reformar,G,Sí,41.39864,2.14067,Particular
,alquiler,SANTS,Sant Antoni, ,39,3,?,381741 €,?,bajo,yes,No,N/A,average,G,unknown,41.37931,?,Idealista
,alquiler,Sarrià-Sant Gervasi,El Raval,Calle Falsa 123,55 m²,three,N/A,3721,5572 €/m2,4º,?,No,No,?,C,no,41.0,N/A,Engel & Völkers
79,rent,Sarrià-Sant Gervasi,unknown,Calle Falsa 123,?,?,two,N/A,N/A,3º,Sí,no,partially,good,A,No,?,2.11379,Remax
,buy,Sants-Montjuïc,El Born,Calle Falsa 123,100m2,?,N/A,385117 €,4494.78,ático,Y,no,N/A,a reformar,D,Y,N/A,?,Engel & Völkers
,lease,Nou Barris,Sagrada familia ,Calle Falsa 123,115,2+,N/A,?,N/A,ático,unknown,Y,partially,?,B,No,41.41091,N/A,unknown
,VENDER,Nou Barris,Les Corts,Passeig de Gràcia,?,N/A,2,1.200€,2663.31,4º,No,no,partially,nuevo,E,unknown,41.38351,N/A,Housfy
ID_82,venta,gracia,Sant Antoni,unknown,87,N/A,2,246771 €,N/A,ático,N,N,partially,a reformar,F,N,41.36337,N/A,unknown
ID_83,lease,Eixampl,El Raval,C/ Gran Via 17,N/A,N/A,N/A,?,N/A,bajo,N,yes,?,a reformar,D,?,N/A,2.12989,unknown
85,buy,Sarrià-Sant Gervasi,Poble-sec,Calle Falsa 123,185,three,1 baño,1.200€,2224.06,1º,no,no,No,nuevo,F,unknown,?,2.11216,Housfy
86,alquiler,gracia,El Raval,Calle Falsa 123,?,2+,two,N/A,N/A,ático,Y,No,Sí,nuevo,E,unknown,N/A,N/A,Idealista
ID_86,?,Sant Andreu,?,unknown,78m2,three,1 baño,?,3610.05,3º,?,unknown,?,poor,E,no,N/A,2.0,Fotocasa
ID_87,VENDER,Ciutat Vella,Sant Antoni,C/ Aragó 381,?,N/A,1 baño,N/A,9080.68,3º,yes,no,No,a reformar,N/A,?,41.40043,?,Engel & Völkers
,buy,Eixample,unknown,Calle Falsa 123,?,?,?,454991 €,N/A,sótano,Sí,Sí,Sí,nuevo,D,Y,?,?,Remax
ID_89,buy,Sant Martí,unknown,Passeig de Gràcia,208,?,1 baño,2548€,8596.4,2º,no,unknown,Sí,N/A,D,N,41.37561,?,Idealista
ID_90,lease,Sant Andreu,El Born,C/ Diagonal 390,?,1,N/A,263137 €,4361 €/m2,sótano,N,Sí,Sí,good,B,Y,41.38716,2.0,Engel & Völkers
,lease,Gràcia,unknown, ,163,3,1,269345 €,5889 €/m2,1º,Sí,No,No,average,?,yes,41.39292,2.13352,Fotocasa
ID_92,alquiler,gracia,Poble-sec,unknown,?,three,3,N/A,?,N/A,Y,yes,N/A,N/A,D,Y,41.41119,?,Remax
94,?,Les Corts,unknown,unknown,50,?,N/A,426348 €,?,sótano,Y,?,Sí,nuevo,F,Y,41.35262,?,Fotocasa
,buy,Les Corts,Sant Antoni, ,?,2+,3,381968 €,N/A,bajo,yes,Sí,partially,poor,C,No,?,?,Remax
ID_95,venta,Nou Barris,El raval,Passeig de Gràcia,102m2,N/A,2,4998€,3104.43,1º,unknown,?,No,reformado,F,unknown,N/A,?,Fotocasa
,VENDER,Sant Martí,unknown,Passeig de Gràcia,N/A,N/A,N/A,312694 €,N/A,3º,No,unknown,?,average,D,N,41.0,?,unknown
ID_97,lease,Unknown,El raval,Passeig de Gràcia,77m2,5,2,N/A,5196 €/m2,1º,No,N,N/A,nuevo,?,No,41.0,N/A,Fotocasa
ID_98,rent,Eixampl,?,unknown,108m2,three,N/A,?,6749.17,1º,?,N,partially,nuevo,G,no,?,N/A,Housfy
ID_99,?,Unknown,El raval,unknown,141,N/A,N/A,192370 €,6061 €/m2,3º,Y,unknown,partially,reformado,F,Y,N/A,2.15794,Particular
101,alquiler,Unknown,Diagonal Mar,C/ Gran Via 13,64,N/A,1 baño,N/A,5468.11,ático,No,no,No,a reformar,G,No,?,2.0,Particular
,rent,Sarrià-Sant Gervasi,El raval,Calle Falsa 123,136 m²,?,two,4368€,?,1º,yes,Y,N/A,nuevo,N/A,Y,?,N/A,Remax
,alquiler,Sant Andreu,Poble-sec,unknown,47,?,N/A,262583 €,N/A,N/A,Y,Y,Sí,good,B,N,N/A,?,Housfy
ID_103,rent,SANTS,Vila de Gràcia,C/ Diagonal 109,112m2,2+,two,1264,?,1º,unknown,no,No,poor,C,No,?,2.13343,unknown
ID_104,?,Les Corts,La Barceloneta,unknown,66m2,?,?,1394905,?,N/A,No,No,N/A,N/A,C,Y,41.0,2.11762,unknown
ID_105,VENDER,Ciutat Vella,El Born,C/ Aragó 347,102,2+,3,1455224,8975.78,N/A,No,N,partially,nuevo,N/A,Y,41.0,2.0,Particular
ID_106,lease,Sarrià-Sant Gervasi,El Clot,unknown,93m2,?,two,?,6136 €/m2,4º,no,no,partially,poor,N/A,unknown,N/A,N/A,unknown
ID_107,venta,Eixampl,Sagrada Família,Passeig de Gràcia,51,?,3,N/A,N/A,N/A,No,?,No,good,N/A,Y,?,2.20908,unknown
,lease,Horta-Guinardó,El raval,C/ Gran Via 118,N/A,N/A,1 baño,243246,7855 €/m2,N/A,yes,yes,Sí,poor,B,Sí,?,2.18386,unknown
ID_109,VENDER,Sants-Montjuïc,Poble-sec,Calle Falsa 123,179,2+,1,1694105,3889 €/m2,3º,No,Y,partially,poor,E,no,?,?,Idealista
111,venta,Eixampl,?,C/ Mallorca 227,92m2,4,two,1.200€,N/A,4º,yes,yes,N/A,good,?,?,41.40123,N/A,Particular
ID_111,venta,Nou Barris,Vila de Gràcia,Calle Falsa 123,N/A,2,N/A,?,7941 €/m2,1º,N,?,N/A,poor,D,no,N/A,2.20151,Housfy
113,alquiler,gracia,unknown,Passeig de Gràcia,?,?,1,279352 €,5557.1,ático,Y,N,?,poor,A,Y,41.41827,2.20874,Particular
ID_113,VENDER,Eixampl,La Barceloneta,C/ Diagonal 135,?,?,?,1271€,4492 €/m2,N/A,N,Y,partially,N/A,C,No,41.0,2.16278,Engel & Völkers
115,?,Eixample,?,Calle Falsa 123,?,?,1,1.200€,?,N/A,no,?,N/A,good,C,N,41.0,?,Engel & Völkers
,venta,gracia,?,Calle Falsa 123,N/A,?,N/A,1387€,?,2º,N,No,partially,average,F,?,41.35831,2.0,Idealista
ID_116,VENDER,Gràcia,?, ,120m2,N/A,3,1.200€,N/A,bajo,No,yes,No,average,C,No,41.0,2.18468,Remax
,alquiler,Gràcia,Diagonal Mar,Passeig de Gràcia,61m2,N/A,N/A,1.200€,7215.85,2º,yes,yes,?,nuevo,C,N,?,2.10317,unknown
,?,gracia,Sagrada familia ,Calle Falsa 123,N/A,three,N/A,174317 €,?,sótano,Y,Y,N/A,good,F,Sí,41.36353,N/A,Particular
,alquiler,Nou Barris,La Barceloneta, ,183,2+,?,116599 €,N/A,ático,?,yes,No,poor,A,Sí,41.0,2.0,unknown
,VENDER,Sant Martí,El raval,Calle Falsa 123,134,2+,3,1886558,N/A,bajo,N,Sí,Sí,reformado,E,Sí,41.0,?,Idealista
ID_121,alquiler,Sant Martí,Diagonal Mar,C/ Gran Via 171,107 m²,3,?,?,N/A,4º,?,no,partially,good,N/A,?,?,?,Idealista
ID_122,lease,Eixample,?,Calle Falsa 123,?,?,?,N/A,7886 €/m2,2º,no,no,No,N/A,E,N,41.0,2.11109,unknown
ID_123,lease,Eixample,Diagonal Mar,unknown,N/A,2+,1 baño,242476 €,N/A,ático,Sí,?,Sí,poor,A,Y,41.38383,2.10188,unknown
125,?,Ciutat Vella,unknown,Passeig de Gràcia,?,N/A,1 baño,1959€,2908.87,bajo,N,N,No,reformado,N/A,no,N/A,N/A,Engel & Völkers
ID_125,alquiler,Ciutat Vella,El Clot,C/ Aragó 159,?,2+,two,1.200€,?,2º,no,Y,partially,average,A,yes,N/A,?,Engel & Völkers
ID_126,rent,Sarrià-Sant Gervasi,El Clot,Passeig de Gràcia,?,three,two,203198 €,N/A,sótano,no,yes,No,a reformar,N/A,N,?,2.13238,Housfy
,buy,Unknown,?, ,N/A,three,two,1171732,?,1º,Y,unknown,No,N/A,N/A,No,?,2.13277,Idealista
ID_128,venta,Sants-Montjuïc,Sant Antoni,C/ Diagonal 256,52 m²,?,N/A,?,9770.29,sótano,N,no,partially,nuevo,D,Sí,?,N/A,Housfy
130,buy,Horta-Guinardó,El raval, ,225,?,1 baño,N/A,7945 €/m2,N/A,N,yes,N/A,N/A,N/A,no,41.36638,?,Fotocasa
,lease,Horta-Guinardó,El raval,C/ Gran Via 273,71m2,?,two,395064 €,7816.21,3º,No,No,Sí,average,G,N,N/A,2.0,Remax
,alquiler,Nou Barris,unknown,C/ Gran Via 343,?,6,?,?,6562.44,4º,N,unknown,No,N/A,E,unknown,?,2.0,unknown
,alquiler,Sarrià-Sant Gervasi,Sagrada familia ,Passeig de Gràcia,N/A,2+,1 baño,1.200€,N/A,sótano,?,N,Sí,nuevo,A,yes,?,2.0,Fotocasa
134,alquiler,Unknown,Les Corts,Calle Falsa 123,?,N/A,two,469476 €,8785.9,bajo,Y,unknown,N/A,nuevo,A,unknown,?,2.0,Housfy
ID_134,venta,gracia,Diagonal Mar, ,213,three,1,1.200€,?,N/A,Sí,Y,Sí,reformado,F,yes,41.0,?,Idealista
ID_135,VENDER,SANTS,El Clot,Calle Falsa 123,70 m²,three,N/A,N/A,7143.92,1º,N,no,partially,N/A,E,Y,41.0,N/A,Engel & Völkers
ID_136,alquiler,Sants-Montjuïc,Sagrada Família,Passeig de Gràcia,112m2,three,1 baño,201364 €,4619.27,sótano,unknown,unknown,Sí,poor,D,N,41.40109,2.11489,Idealista
ID_137,rent,SANTS,?,unknown,140 m²,2+,two,329001 €,6143 €/m2,4º,Sí,?,No,a reformar,D,?,N/A,2.1538,unknown
,lease,Horta-Guinardó,El Born,C/ Diagonal 317,133 m²,2,1 baño,208944 €,?,4º,yes,no,?,reformado,B,?,41.0,2.18054,Engel & Völkers
,alquiler,Gràcia,El Raval,Passeig de Gràcia,57m2,4,N/A,108515 €,N/A,1º,?,yes,No,poor,G,yes,41.0,2.0,unknown
141,venta,Horta-Guinardó,Poble-sec,Calle Falsa 123,?,N/A,N/A,247291 €,N/A,1º,yes,Y,N/A,good,?,N,?,N/A,Fotocasa
,?,Eixample,El Raval,Passeig de Gràcia,84,?,two,336244 €,?,bajo,Sí,yes,Sí,N/A,C,?,N/A,2.0,Remax
,buy,Les Corts,Poble-sec,C/ Diagonal 299,54 m²,2+,2,458937 €,7384 €/m2,N/A,unknown,?,?,a reformar,F,Sí,41.0,2.0,Engel & Völkers
ID_143,rent,Gràcia,Sant Antoni, ,128 m²,three,2,934€,5087.69,2º,No,unknown,N/A,N/A,N/A,Y,N/A,N/A,Engel & Völkers
ID_144,VENDER,Sant Andreu,El Born,Calle Falsa 123,?,?,N/A,1.200€,5577.85,1º,?,no,Sí,poor,E,Y,N/A,?,Particular
,lease,Eixample,Les Corts,Passeig de Gràcia,?,5,1 baño,207782 €,6578 €/m2,1º,unknown,Y,N/A,poor,E,Y,?,2.0,Housfy
,rent,Eixample,Sagrada Família,unknown,119m2,?,2,4703,N/A,N/A,N,no,partially,a reformar,A,Sí,41.0,?,Idealista
148,venta,gracia,?,Calle Falsa 123,115 m²,5,1 baño,1.200€,9752.31,N/A,unknown,no,N/A,average,B,Sí,41.0,N/A,unknown
149,VENDER,gracia,La Barceloneta, ,99 m²,?,1,160369,N/A,N/A,Y,unknown,?,?,D,Y,41.39383,2.18656,Fotocasa
150,venta,Eixample,?,Calle Falsa 123,147,N/A,two,N/A,?,3º,unknown,Sí,partially,N/A,F,Y,N/A,2.0,Engel & Völkers
,venta,Nou Barris,El raval,Passeig de Gràcia,133,N/A,?,104355 €,N/A,2º,no,Y,No,a reformar,G,N,?,N/A,Idealista
ID_151,?,Nou Barris,Sant Antoni,Passeig de Gràcia,131,2+,N/A,1.200€,?,N/A,unknown,N,?,?,D,unknown,?,N/A,Remax
ID_152,venta,gracia,unknown, ,N/A,three,1,N/A,?,4º,yes,Y,partially,good,E,?,?,2.0,Idealista
,venta,Eixample,?,Passeig de Gràcia,138,2+,?,?,?,ático,?,No,No,?,E,?,?,2.0,Housfy
155,VENDER,SANTS,unknown,unknown,?,2+,?,?,N/A,4º,unknown,no,N/A,nuevo,E,no,?,2.21893,Particular
156,?,gracia,Poble-sec,unknown,63 m²,three,1,1.200€,6093 €/m2,3º,Sí,Y,N/A,nuevo,D,no,41.36996,2.2102,Housfy
,lease,Sants-Montjuïc,El Clot,C/ Aragó 304,102,?,N/A,483000 €,3879 €/m2,1º,?,Sí,No,a reformar,?,No,N/A,2.0,Remax
,?,Sarrià-Sant Gervasi,Vila de Gràcia,unknown,N/A,2+,N/A,?,6266.01,sótano,no,N,N/A,poor,C,unknown,N/A,2.0,Particular
159,rent,Sant Andreu,Sagrada familia ,unknown,152,N/A,two,206514 €,?,1º,N,no,?,a reformar,B,no,N/A,N/A,Housfy
ID_159,VENDER,Gràcia,Sagrada Família,Calle Falsa 123,111m2,3,1 baño,N/A,N/A,3º,?,unknown,?,?,F,?,N/A,?,Particular
,alquiler,Sant Andreu,El raval,unknown,N/A,?,two,?,N/A,ático,no,N,partially,a reformar,A,no,N/A,N/A,Idealista
ID_161,rent,Gràcia,El Raval,Calle Falsa 123,59 m²,?,?,N/A,3174 €/m2,N/A,?,Y,partially,reformado,F,unknown,41.0,?,Remax
163,venta,Gràcia,El Born, ,?,4,1,?,9330.91,N/A,no,N,partially,?,E,N,N/A,?,Housfy
164,lease,Les Corts,La Barceloneta, ,129,2+,?,N/A,?,sótano,no,unknown,No,reformado,G,yes,41.0,N/A,unknown
ID_164,VENDER,Horta-Guinardó,unknown,Passeig de Gràcia,?,three,3,123906 €,2061.45,bajo,No,yes,?,?,D,?,41.38091,?,Engel & Völkers
166,buy,Ciutat Vella,El Raval,C/ Aragó 289,144,3,1 baño,1.200€,?,ático,yes,Sí,No,nuevo,N/A,?,41.0,2.13702,Housfy
ID_166,buy,Nou Barris,El Clot,C/ Gran Via 81,59 m²,three,3,1235968,N/A,ático,N,?,Sí,nuevo,E,unknown,41.41236,?,Housfy
168,buy,Eixampl,El Clot, ,203,three,1 baño,?,?,N/A,No,no,Sí,nuevo,D,Sí,41.38562,?,Idealista
169,buy,Sant Andreu,La Barceloneta,Passeig de Gràcia,?,2+,?,3433€,N/A,2º,?,unknown,partially,nuevo,F,unknown,N/A,?,Idealista
ID_169,venta,Sants-Montjuïc,El Raval,unknown,224,?,two,N/A,8854.45,2º,N,No,Sí,poor,N/A,yes,?,2.0,Remax
ID_170,?,Eixampl,El raval,unknown,166,?,3,N/A,N/A,N/A,No,Y,N/A,?,B,Y,41.0,2.0,Idealista
172,VENDER,Les Corts,Diagonal Mar,C/ Gran Via 296,79 m²,N/A,2,?,?,4º,N,No,partially,good,B,Y,N/A,N/A,Fotocasa
ID_172,alquiler,Les Corts,El raval,Passeig de Gràcia,112 m²,three,3,N/A,N/A,bajo,No,no,Sí,a reformar,B,Y,N/A,2.0,Idealista
,lease,SANTS,Sagrada Família,Calle Falsa 123,116 m²,three,two,3094€,N/A,4º,?,Y,Sí,?,?,N,N/A,?,Remax
175,lease,gracia,Sagrada Família, ,103,2+,1,556517,7286 €/m2,1º,Sí,Sí,partially,a reformar,B,Y,N/A,2.202,Engel & Völkers
ID_175,venta,Eixampl,?, ,?,three,two,134366 €,7665.38,3º,Y,No,partially,N/A,A,?,?,2.15121,Housfy
177,buy,Eixample,La Barceloneta,unknown,113m2,1,3,260890,5968.24,sótano,No,yes,Sí,good,?,yes,41.0,2.21806,Remax
