listing_id,operation,district,neighborhood,address,surface_m2,rooms,bathrooms,price_eur,price_per_m2,floor,elevator,balcony,furnished,condition,energy_certificate,has_parking,latitude,longitude,agency
21,Buy,Nou Barris,Diagonal Mar,Passeig de Gràcia,114.0,3,1,999.0,4360.0,bajo,False,True,False,Nuevo,C,True,41.192376703741246,2.082139006101164,Housfy
ID_21,Lease,Les Corts,neighborhood empty,C/ Aragó 221,60.0,2,1,263348.9583646475,6157.0,ático,False,False,False,Good,G,False,41.0,2.082139006101164,Fotocasa
ID_22,Venta,Unknown,El Raval,C/ Diagonal 154,106.5811866378594,1,1,3159.0,559954.0,1º,False,False,False,Nuevo,G,False,41.192376703741246,2.082139006101164,agency empty
ID_23,Rent,Sarrià-sant Gervasi,Sagrada Família,Calle Falsa 123,106.5811866378594,3,1,263348.9583646475,6261.0,ático,False,False,False,Good,F,False,41.192376703741246,2.0,Housfy
listing_id empty,Lease,Eixampl,Sagrada Familia,C/ Mallorca 133,138.0,6,1,2743.0,281963.1486186731,ático,False,False,False,Nuevo,C,False,41.192376703741246,2.082139006101164,Idealista
26,Vender,Les Corts,Vila De Gràcia,C/ Gran Via 140,106.5811866378594,3,3,3789.0,281963.1486186731,floor empty,False,True,False,condition empty,B,False,41.192376703741246,2.21906,Engel & Völkers
listing_id empty,Buy,Les Corts,La Barceloneta,address empty,74.0,3,1,263348.9583646475,476481.0,4º,False,False,False,Reformado,F,False,41.192376703741246,2.19408,agency empty
listing_id empty,Buy,Sants,El Clot,address empty,106.5811866378594,3,1,263348.9583646475,3593.0,4º,False,False,True,Poor,E,True,41.192376703741246,2.0,Housfy
listing_id empty,Alquiler,Sant Andreu,Diagonal Mar,Calle Falsa 123,107.0,3,1,1200.0,281963.1486186731,floor empty,False,False,True,condition empty,energy_certificate empty,True,41.41412,2.0,Housfy
ID_29,Rent,Eixampl,El Raval,address empty,235.0,3,1,263348.9583646475,281963.1486186731,ático,False,False,False,condition empty,D,False,41.35084,2.082139006101164,Fotocasa
31,Rent,Sant Andreu,La Barceloneta,address empty,98.0,3,1,3429.0,3326.0,bajo,False,False,False,condition empty,E,False,41.37238,2.082139006101164,agency empty
ID_31,Venta,Sant Martí,Sagrada Familia,address empty,127.0,1,1,1022.0,7006.0,bajo,False,False,True,Average,A,False,41.0,2.19448,Particular
listing_id empty,Buy,Ciutat Vella,Les Corts,address empty,160.0,3,1,292445.0,4494.0,2º,False,True,True,Poor,C,False,41.192376703741246,2.082139006101164,Housfy
listing_id empty,Rent,Eixample,La Barceloneta,C/ Gran Via 196,103.0,3,1,1990.0,3650.0,4º,True,False,False,condition empty,B,True,41.192376703741246,2.082139006101164,Remax
35,Lease,Gràcia,Les Corts,address empty,227.0,3,1,1426518.0,281963.1486186731,1º,False,False,True,Reformado,energy_certificate empty,True,41.192376703741246,2.082139006101164,Remax
ID_35,Rent,Gracia,Poble-sec,Passeig de Gràcia,106.5811866378594,3,1,194736.0,281963.1486186731,sótano,False,True,False,condition empty,energy_certificate empty,False,41.192376703741246,2.16552,agency empty
listing_id empty,Alquiler,Les Corts,Sant Antoni,Calle Falsa 123,95.0,1,1,263348.9583646475,6188.0,2º,False,False,False,condition empty,E,False,41.192376703741246,2.082139006101164,Fotocasa
38,Vender,Horta-guinardó,La Barceloneta,C/ Diagonal 159,154.0,3,1,1200.0,4989.0,bajo,True,True,False,condition empty,G,False,41.192376703741246,2.082139006101164,Remax
39,Lease,Eixampl,El Clot,C/ Mallorca 249,83.0,4,1,379515.0,281963.1486186731,1º,False,True,False,Nuevo,energy_certificate empty,False,41.192376703741246,2.0,Idealista
listing_id empty,Vender,Gràcia,neighborhood empty,Passeig de Gràcia,70.0,3,1,263348.9583646475,281963.1486186731,bajo,False,True,False,A Reformar,C,True,41.0,2.082139006101164,Remax
listing_id empty,Lease,Sants,Sant Antoni,address empty,131.0,3,1,411477.0,4605.0,ático,False,True,False,Poor,D,False,41.192376703741246,2.082139006101164,Housfy
ID_41,operation empty,Gracia,neighborhood empty,Passeig de Gràcia,186.0,3,1,263348.9583646475,281963.1486186731,1º,True,False,False,Reformado,energy_certificate empty,True,41.192376703741246,2.0,agency empty
ID_42,Vender,Nou Barris,neighborhood empty,Passeig de Gràcia,77.0,3,1,1200.0,494151.0,3º,False,False,False,Nuevo,D,False,41.192376703741246,2.082139006101164,agency empty
ID_43,operation empty,Sants,Vila De Gràcia,C/ Diagonal 258,106.5811866378594,3,1,2392.0,7883.0,4º,True,False,False,Average,C,False,41.42133,2.082139006101164,Particular
45,Alquiler,Sants-montjuïc,Poble-sec,address empty,127.0,3,1,3452.0,7280.0,ático,False,False,False,Average,C,False,41.192376703741246,2.10418,Particular
46,Rent,Eixample,Diagonal Mar,address empty,116.0,3,1,263348.9583646475,281963.1486186731,4º,True,False,False,Nuevo,E,True,41.192376703741246,2.082139006101164,agency empty
listing_id empty,Rent,Sants-montjuïc,neighborhood empty,address empty,106.5811866378594,3,1,263348.9583646475,3525.0,ático,False,False,False,Poor,B,False,41.41394,2.082139006101164,Housfy
ID_47,Venta,Sants-montjuïc,El Born,Passeig de Gràcia,89.0,3,1,263348.9583646475,281963.1486186731,floor empty,True,False,True,Reformado,energy_certificate empty,False,41.192376703741246,2.0,Housfy
listing_id empty,Buy,Les Corts,Diagonal Mar,Calle Falsa 123,106.5811866378594,3,1,967934.0,281963.1486186731,4º,False,True,True,Reformado,D,True,41.192376703741246,2.082139006101164,agency empty
ID_49,Alquiler,Sant Andreu,El Born,Passeig de Gràcia,65.0,3,1,408427.0,281963.1486186731,bajo,False,True,False,Nuevo,C,False,41.0,2.082139006101164,Housfy
ID_50,Alquiler,Gracia,El Born,Calle Falsa 123,121.0,3,1,263348.9583646475,5443.0,ático,False,True,False,Reformado,E,True,41.192376703741246,2.082139006101164,Engel & Völkers
52,Venta,Eixampl,El Raval,Calle Falsa 123,56.0,3,1,1200.0,911669.0,4º,False,False,False,Nuevo,energy_certificate empty,False,41.0,2.13586,Housfy
ID_52,Lease,Sarrià-sant Gervasi,Les Corts,Passeig de Gràcia,106.5811866378594,3,1,1200.0,281963.1486186731,3º,False,False,False,A Reformar,G,False,41.0,2.10886,Idealista
54,Venta,Sant Andreu,El Raval,address empty,106.5811866378594,4,1,2039.0,281963.1486186731,bajo,True,False,True,condition empty,E,True,41.192376703741246,2.082139006101164,agency empty
55,Venta,Sant Martí,La Barceloneta,C/ Diagonal 330,220.0,3,1,263348.9583646475,281963.1486186731,2º,True,False,True,Good,energy_certificate empty,True,41.192376703741246,2.082139006101164,Housfy
56,Venta,Gracia,Sagrada Família,Calle Falsa 123,106.5811866378594,3,1,448085.0,281963.1486186731,floor empty,False,False,False,Good,energy_certificate empty,False,41.192376703741246,2.18598,Engel & Völkers
57,Venta,Les Corts,Sant Antoni,address empty,79.0,3,3,1849.0,384345.0,4º,False,False,True,Average,A,False,41.192376703741246,2.0,Idealista
listing_id empty,Venta,Les Corts,Diagonal Mar,address empty,145.0,4,1,263348.9583646475,281963.1486186731,2º,True,True,False,condition empty,B,True,41.37504,2.082139006101164,Engel & Völkers
listing_id empty,Rent,Sants-montjuïc,El Raval,address empty,106.5811866378594,3,1,2236.0,281963.1486186731,1º,False,True,False,Reformado,F,True,41.192376703741246,2.16718,Engel & Völkers
60,Alquiler,Nou Barris,Vila De Gràcia,C/ Diagonal 126,83.0,3,1,421007.0,281963.1486186731,sótano,True,False,True,condition empty,G,False,41.0,2.082139006101164,Engel & Völkers
listing_id empty,Lease,Sants-montjuïc,Poble-sec,address empty,56.0,3,2,496021.0,281963.1486186731,bajo,True,False,True,Poor,energy_certificate empty,False,41.192376703741246,2.082139006101164,Remax
listing_id empty,Lease,Eixample,Diagonal Mar,Passeig de Gràcia,106.5811866378594,3,1,176964.0,281963.1486186731,4º,True,False,False,Poor,energy_certificate empty,False,41.192376703741246,2.082139006101164,Particular
63,operation empty,Sant Martí,neighborhood empty,address empty,106.5811866378594,2,1,460325.0,3403.0,bajo,True,True,False,Poor,B,True,41.4146,2.0,Remax
64,Venta,Sants,Les Corts,Calle Falsa 123,57.0,3,1,183899.0,210254.0,1º,False,False,True,A Reformar,G,False,41.0,2.082139006101164,Fotocasa
listing_id empty,Buy,Unknown,neighborhood empty,C/ Diagonal 230,87.0,3,2,1250029.0,470708.0,bajo,False,False,False,Poor,energy_certificate empty,False,41.37867,2.082139006101164,Remax
66,operation empty,Nou Barris,El Born,address empty,116.0,3,1,428154.0,281963.1486186731,4º,False,False,False,Nuevo,F,True,41.0,2.082139006101164,Engel & Völkers
listing_id empty,Lease,Unknown,El Raval,address empty,106.5811866378594,3,1,263348.9583646475,7985.0,ático,True,True,False,Nuevo,E,False,41.192376703741246,2.0,Housfy
listing_id empty,Rent,Gràcia,neighborhood empty,C/ Aragó 211,106.5811866378594,5,1,473357.0,281963.1486186731,bajo,True,True,True,A Reformar,A,True,41.35285,2.17776,Idealista
69,Buy,Gràcia,El Raval,C/ Gran Via 10,106.5811866378594,3,1,263348.9583646475,3216.0,2º,True,False,False,Nuevo,A,False,41.0,2.082139006101164,Housfy
70,Venta,Nou Barris,neighborhood empty,address empty,120.0,3,1,1973867.0,281963.1486186731,floor empty,True,True,False,Reformado,energy_certificate empty,False,41.192376703741246,2.082139006101164,Housfy
71,Lease,Sants-montjuïc,Vila De Gràcia,C/ Mallorca 132,106.5811866378594,3,1,1880926.0,281963.1486186731,4º,False,True,True,condition empty,E,True,41.192376703741246,2.082139006101164,Idealista
ID_71,Buy,Gràcia,El Clot,Calle Falsa 123,106.5811866378594,3,1,2966.0,317497.0,2º,False,True,False,Average,D,False,41.0,2.0,Remax
listing_id empty,operation empty,Sants-montjuïc,Poble-sec,C/ Gran Via 254,65.0,3,1,263348.9583646475,6352.0,4º,False,True,True,Average,A,False,41.37081,2.13072,Idealista
listing_id empty,Alquiler,Sant Martí,El Raval,C/ Mallorca 69,108.0,3,1,4465.0,281963.1486186731,ático,True,False,False,condition empty,D,False,41.0,2.082139006101164,Fotocasa
ID_74,Buy,Ciutat Vella,El Raval,address empty,140.0,3,1,4678.0,6066.0,2º,False,True,False,Poor,energy_certificate empty,False,41.0,2.17638,agency empty
ID_75,operation empty,Sant Martí,Poble-sec,C/ Gran Via 317,106.5811866378594,5,1,263348.9583646475,281963.1486186731,2º,True,False,True,A Reformar,G,True,41.39864,2.14067,Particular
listing_id empty,Alquiler,Sants,Sant Antoni,address empty,39.0,3,1,381741.0,281963.1486186731,bajo,True,False,False,Average,G,False,41.37931,2.082139006101164,Idealista
listing_id empty,Alquiler,Sarrià-sant Gervasi,El Raval,Calle Falsa 123,55.0,3,1,3721.0,5572.0,4º,False,False,False,condition empty,C,False,41.0,2.082139006101164,Engel & Völkers
79,Rent,Sarrià-sant Gervasi,neighborhood empty,Calle Falsa 123,106.5811866378594,3,1,263348.9583646475,281963.1486186731,3º,True,False,False,Good,A,False,41.192376703741246,2.11379,Remax
listing_id empty,Buy,Sants-montjuïc,El Born,Calle Falsa 123,100.0,3,1,385117.0,449478.0,ático,True,False,False,A Reformar,D,True,41.192376703741246,2.082139006101164,Engel & Völkers
listing_id empty,Lease,Nou Barris,Sagrada Familia,Calle Falsa 123,115.0,3,1,263348.9583646475,281963.1486186731,ático,False,True,False,condition empty,B,False,41.41091,2.082139006101164,agency empty
listing_id empty,Vender,Nou Barris,Les Corts,Passeig de Gràcia,106.5811866378594,3,2,1200.0,266331.0,4º,False,False,False,Nuevo,E,False,41.38351,2.082139006101164,Housfy
ID_82,Venta,Gracia,Sant Antoni,address empty,87.0,3,2,246771.0,281963.1486186731,ático,False,False,False,A Reformar,F,False,41.36337,2.082139006101164,agency empty
ID_83,Lease,Eixampl,El Raval,C/ Gran Via 17,106.5811866378594,3,1,263348.9583646475,281963.1486186731,bajo,False,True,False,A Reformar,D,False,41.192376703741246,2.12989,agency empty
85,Buy,Sarrià-sant Gervasi,Poble-sec,Calle Falsa 123,185.0,3,1,1200.0,222406.0,1º,False,False,False,Nuevo,F,False,41.192376703741246,2.11216,Housfy
86,Alquiler,Gracia,El Raval,Calle Falsa 123,106.5811866378594,3,1,263348.9583646475,281963.1486186731,ático,True,False,True,Nuevo,E,False,41.192376703741246,2.082139006101164,Idealista
ID_86,operation empty,Sant Andreu,neighborhood empty,address empty,78.0,3,1,263348.9583646475,361005.0,3º,False,False,False,Poor,E,False,41.192376703741246,2.0,Fotocasa
ID_87,Vender,Ciutat Vella,Sant Antoni,C/ Aragó 381,106.5811866378594,3,1,263348.9583646475,908068.0,3º,True,False,False,A Reformar,energy_certificate empty,False,41.40043,2.082139006101164,Engel & Völkers
listing_id empty,Buy,Eixample,neighborhood empty,Calle Falsa 123,106.5811866378594,3,1,454991.0,281963.1486186731,sótano,True,True,True,Nuevo,D,True,41.192376703741246,2.082139006101164,Remax
ID_89,Buy,Sant Martí,neighborhood empty,Passeig de Gràcia,208.0,3,1,2548.0,85964.0,2º,False,False,True,condition empty,D,False,41.37561,2.082139006101164,Idealista
ID_90,Lease,Sant Andreu,El Born,C/ Diagonal 390,106.5811866378594,1,1,263137.0,4361.0,sótano,False,True,True,Good,B,True,41.38716,2.0,Engel & Völkers
listing_id empty,Lease,Gràcia,neighborhood empty,address empty,163.0,3,1,269345.0,5889.0,1º,True,False,False,Average,energy_certificate empty,True,41.39292,2.13352,Fotocasa
ID_92,Alquiler,Gracia,Poble-sec,address empty,106.5811866378594,3,3,263348.9583646475,281963.1486186731,floor empty,True,True,False,condition empty,D,True,41.41119,2.082139006101164,Remax
94,operation empty,Les Corts,neighborhood empty,address empty,50.0,3,1,426348.0,281963.1486186731,sótano,True,False,True,Nuevo,F,True,41.35262,2.082139006101164,Fotocasa
listing_id empty,Buy,Les Corts,Sant Antoni,address empty,106.5811866378594,3,3,381968.0,281963.1486186731,bajo,True,True,False,Poor,C,False,41.192376703741246,2.082139006101164,Remax
ID_95,Venta,Nou Barris,El Raval,Passeig de Gràcia,102.0,3,2,4998.0,310443.0,1º,False,False,False,Reformado,F,False,41.192376703741246,2.082139006101164,Fotocasa
listing_id empty,Vender,Sant Martí,neighborhood empty,Passeig de Gràcia,106.5811866378594,3,1,312694.0,281963.1486186731,3º,False,False,False,Average,D,False,41.0,2.082139006101164,agency empty
ID_97,Lease,Unknown,El Raval,Passeig de Gràcia,77.0,5,2,263348.9583646475,5196.0,1º,False,False,False,Nuevo,energy_certificate empty,False,41.0,2.082139006101164,Fotocasa
ID_98,Rent,Eixampl,neighborhood empty,address empty,108.0,3,1,263348.9583646475,674917.0,1º,False,False,False,Nuevo,G,False,41.192376703741246,2.082139006101164,Housfy
ID_99,operation empty,Unknown,El Raval,address empty,141.0,3,1,192370.0,6061.0,3º,True,False,False,Reformado,F,True,41.192376703741246,2.15794,Particular
101,Alquiler,Unknown,Diagonal Mar,C/ Gran Via 13,64.0,3,1,263348.9583646475,546811.0,ático,False,False,False,A Reformar,G,False,41.192376703741246,2.0,Particular
listing_id empty,Rent,Sarrià-sant Gervasi,El Raval,Calle Falsa 123,136.0,3,1,4368.0,281963.1486186731,1º,True,True,False,Nuevo,energy_certificate empty,True,41.192376703741246,2.082139006101164,Remax
listing_id empty,Alquiler,Sant Andreu,Poble-sec,address empty,47.0,3,1,262583.0,281963.1486186731,floor empty,True,True,True,Good,B,False,41.192376703741246,2.082139006101164,Housfy
ID_103,Rent,Sants,Vila De Gràcia,C/ Diagonal 109,112.0,3,1,1264.0,281963.1486186731,1º,False,False,False,Poor,C,False,41.192376703741246,2.13343,agency empty
ID_104,operation empty,Les Corts,La Barceloneta,address empty,66.0,3,1,1394905.0,281963.1486186731,floor empty,False,False,False,condition empty,C,True,41.0,2.11762,agency empty
ID_105,Vender,Ciutat Vella,El Born,C/ Aragó 347,102.0,3,3,1455224.0,897578.0,floor empty,False,False,False,Nuevo,energy_certificate empty,True,41.0,2.0,Particular
ID_106,Lease,Sarrià-sant Gervasi,El Clot,address empty,93.0,3,1,263348.9583646475,6136.0,4º,False,False,False,Poor,energy_certificate empty,False,41.192376703741246,2.082139006101164,agency empty
ID_107,Venta,Eixampl,Sagrada Família,Passeig de Gràcia,51.0,3,3,263348.9583646475,281963.1486186731,floor empty,False,False,False,Good,energy_certificate empty,True,41.192376703741246,2.20908,agency empty
listing_id empty,Lease,Horta-guinardó,El Raval,C/ Gran Via 118,106.5811866378594,3,1,243246.0,7855.0,floor empty,True,True,True,Poor,B,True,41.192376703741246,2.18386,agency empty
ID_109,Vender,Sants-montjuïc,Poble-sec,Calle Falsa 123,179.0,3,1,1694105.0,3889.0,3º,False,True,False,Poor,E,False,41.192376703741246,2.082139006101164,Idealista
111,Venta,Eixampl,neighborhood empty,C/ Mallorca 227,92.0,4,1,1200.0,281963.1486186731,4º,True,True,False,Good,energy_certificate empty,False,41.40123,2.082139006101164,Particular
ID_111,Venta,Nou Barris,Vila De Gràcia,Calle Falsa 123,106.5811866378594,2,1,263348.9583646475,7941.0,1º,False,False,False,Poor,D,False,41.192376703741246,2.20151,Housfy
113,Alquiler,Gracia,neighborhood empty,Passeig de Gràcia,106.5811866378594,3,1,279352.0,55571.0,ático,True,False,False,Poor,A,True,41.41827,2.20874,Particular
ID_113,Vender,Eixampl,La Barceloneta,C/ Diagonal 135,106.5811866378594,3,1,1271.0,4492.0,floor empty,False,True,False,condition empty,C,False,41.0,2.16278,Engel & Völkers
115,operation empty,Eixample,neighborhood empty,Calle Falsa 123,106.5811866378594,3,1,1200.0,281963.1486186731,floor empty,False,False,False,Good,C,False,41.0,2.082139006101164,Engel & Völkers
listing_id empty,Venta,Gracia,neighborhood empty,Calle Falsa 123,106.5811866378594,3,1,1387.0,281963.1486186731,2º,False,False,False,Average,F,False,41.35831,2.0,Idealista
ID_116,Vender,Gràcia,neighborhood empty,address empty,120.0,3,3,1200.0,281963.1486186731,bajo,False,True,False,Average,C,False,41.0,2.18468,Remax
listing_id empty,Alquiler,Gràcia,Diagonal Mar,Passeig de Gràcia,61.0,3,1,1200.0,721585.0,2º,True,True,False,Nuevo,C,False,41.192376703741246,2.10317,agency empty
listing_id empty,operation empty,Gracia,Sagrada Familia,Calle Falsa 123,106.5811866378594,3,1,174317.0,281963.1486186731,sótano,True,True,False,Good,F,True,41.36353,2.082139006101164,Particular
listing_id empty,Alquiler,Nou Barris,La Barceloneta,address empty,183.0,3,1,116599.0,281963.1486186731,ático,False,True,False,Poor,A,True,41.0,2.0,agency empty
listing_id empty,Vender,Sant Martí,El Raval,Calle Falsa 123,134.0,3,3,1886558.0,281963.1486186731,bajo,False,True,True,Reformado,E,True,41.0,2.082139006101164,Idealista
ID_121,Alquiler,Sant Martí,Diagonal Mar,C/ Gran Via 171,107.0,3,1,263348.9583646475,281963.1486186731,4º,False,False,False,Good,energy_certificate empty,False,41.192376703741246,2.082139006101164,Idealista
ID_122,Lease,Eixample,neighborhood empty,Calle Falsa 123,106.5811866378594,3,1,263348.9583646475,7886.0,2º,False,False,False,condition empty,E,False,41.0,2.11109,agency empty
ID_123,Lease,Eixample,Diagonal Mar,address empty,106.5811866378594,3,1,242476.0,281963.1486186731,ático,True,False,True,Poor,A,True,41.38383,2.10188,agency empty
125,operation empty,Ciutat Vella,neighborhood empty,Passeig de Gràcia,106.5811866378594,3,1,1959.0,290887.0,bajo,False,False,False,Reformado,energy_certificate empty,False,41.192376703741246,2.082139006101164,Engel & Völkers
ID_125,Alquiler,Ciutat Vella,El Clot,C/ Aragó 159,106.5811866378594,3,1,1200.0,281963.1486186731,2º,False,True,False,Average,A,True,41.192376703741246,2.082139006101164,Engel & Völkers
ID_126,Rent,Sarrià-sant Gervasi,El Clot,Passeig de Gràcia,106.5811866378594,3,1,203198.0,281963.1486186731,sótano,False,True,False,A Reformar,energy_certificate empty,False,41.192376703741246,2.13238,Housfy
listing_id empty,Buy,Unknown,neighborhood empty,address empty,106.5811866378594,3,1,1171732.0,281963.1486186731,1º,True,False,False,condition empty,energy_certificate empty,False,41.192376703741246,2.13277,Idealista
ID_128,Venta,Sants-montjuïc,Sant Antoni,C/ Diagonal 256,52.0,3,1,263348.9583646475,977029.0,sótano,False,False,False,Nuevo,D,True,41.192376703741246,2.082139006101164,Housfy
130,Buy,Horta-guinardó,El Raval,address empty,225.0,3,1,263348.9583646475,7945.0,floor empty,False,True,False,condition empty,energy_certificate empty,False,41.36638,2.082139006101164,Fotocasa
listing_id empty,Lease,Horta-guinardó,El Raval,C/ Gran Via 273,71.0,3,1,395064.0,781621.0,3º,False,False,True,Average,G,False,41.192376703741246,2.0,Remax
listing_id empty,Alquiler,Nou Barris,neighborhood empty,C/ Gran Via 343,106.5811866378594,6,1,263348.9583646475,656244.0,4º,False,False,False,condition empty,E,False,41.192376703741246,2.0,agency empty
listing_id empty,Alquiler,Sarrià-sant Gervasi,Sagrada Familia,Passeig de Gràcia,106.5811866378594,3,1,1200.0,281963.1486186731,sótano,False,False,True,Nuevo,A,True,41.192376703741246,2.0,Fotocasa
134,Alquiler,Unknown,Les Corts,Calle Falsa 123,106.5811866378594,3,1,469476.0,87859.0,bajo,True,False,False,Nuevo,A,False,41.192376703741246,2.0,Housfy
ID_134,Venta,Gracia,Diagonal Mar,address empty,213.0,3,1,1200.0,281963.1486186731,floor empty,True,True,True,Reformado,F,True,41.0,2.082139006101164,Idealista
ID_135,Vender,Sants,El Clot,Calle Falsa 123,70.0,3,1,263348.9583646475,714392.0,1º,False,False,False,condition empty,E,True,41.0,2.082139006101164,Engel & Völkers
ID_136,Alquiler,Sants-montjuïc,Sagrada Família,Passeig de Gràcia,112.0,3,1,201364.0,461927.0,sótano,False,False,True,Poor,D,False,41.40109,2.11489,Idealista
ID_137,Rent,Sants,neighborhood empty,address empty,140.0,3,1,329001.0,6143.0,4º,True,False,False,A Reformar,D,False,41.192376703741246,2.1538,agency empty
listing_id empty,Lease,Horta-guinardó,El Born,C/ Diagonal 317,133.0,2,1,208944.0,281963.1486186731,4º,True,False,False,Reformado,B,False,41.0,2.18054,Engel & Völkers
listing_id empty,Alquiler,Gràcia,El Raval,Passeig de Gràcia,57.0,4,1,108515.0,281963.1486186731,1º,False,True,False,Poor,G,True,41.0,2.0,agency empty
141,Venta,Horta-guinardó,Poble-sec,Calle Falsa 123,106.5811866378594,3,1,247291.0,281963.1486186731,1º,True,True,False,Good,energy_certificate empty,False,41.192376703741246,2.082139006101164,Fotocasa
listing_id empty,operation empty,Eixample,El Raval,Passeig de Gràcia,84.0,3,1,336244.0,281963.1486186731,bajo,True,True,True,condition empty,C,False,41.192376703741246,2.0,Remax
listing_id empty,Buy,Les Corts,Poble-sec,C/ Diagonal 299,54.0,3,2,458937.0,7384.0,floor empty,False,False,False,A Reformar,F,True,41.0,2.0,Engel & Völkers
ID_143,Rent,Gràcia,Sant Antoni,address empty,128.0,3,2,934.0,508769.0,2º,False,False,False,condition empty,energy_certificate empty,True,41.192376703741246,2.082139006101164,Engel & Völkers
ID_144,Vender,Sant Andreu,El Born,Calle Falsa 123,106.5811866378594,3,1,1200.0,557785.0,1º,False,False,True,Poor,E,True,41.192376703741246,2.082139006101164,Particular
listing_id empty,Lease,Eixample,Les Corts,Passeig de Gràcia,106.5811866378594,5,1,207782.0,6578.0,1º,False,True,False,Poor,E,True,41.192376703741246,2.0,Housfy
listing_id empty,Rent,Eixample,Sagrada Família,address empty,119.0,3,2,4703.0,281963.1486186731,floor empty,False,False,False,A Reformar,A,True,41.0,2.082139006101164,Idealista
148,Venta,Gracia,neighborhood empty,Calle Falsa 123,115.0,5,1,1200.0,975231.0,floor empty,False,False,False,Average,B,True,41.0,2.082139006101164,agency empty
149,Vender,Gracia,La Barceloneta,address empty,99.0,3,1,160369.0,281963.1486186731,floor empty,True,False,False,condition empty,D,True,41.39383,2.18656,Fotocasa
